"","Date","Counts","Julian","DDs","prop1st"
"1",2021-04-27,0,117,116.392642353024,0
"2",2021-05-03,0,123,152.916810342907,0
"3",2021-05-10,0.0769230769230769,130,187.017548075292,0.0612244897959184
"4",2021-05-17,0.435897435897436,137,247.343454744963,0.346938775510204
"5",2021-05-24,0.128205128205128,144,276.860626559553,0.102040816326531
"6",2021-06-01,0.153846153846154,152,341.005271529878,0.122448979591837
"7",2021-06-08,0.128205128205128,159,403.753942302602,0.102040816326531
"8",2021-06-15,0.0256410256410256,166,463.166764792136,0.0204081632653061
"9",2021-06-22,0.128205128205128,173,548.974992703219,0.102040816326531
"10",2021-06-29,0.179487179487179,180,669.764614067534,0.142857142857143
"11",2021-07-08,0.0256410256410256,189,812.761364599896,NA
"12",2021-07-13,0.153846153846154,194,889.963886120407,NA
"13",2021-07-20,0.0256410256410256,201,990.673430678379,NA
"14",2021-07-27,0.128205128205128,208,1084.19807034226,NA
"15",2021-08-03,0.102564102564103,215,1198.07166004044,NA
"16",2021-08-10,0.153846153846154,222,1291.80516798317,NA
"17",2021-08-17,0.153846153846154,229,1399.85656435103,NA
"18",2021-08-24,0.102564102564103,236,1463.18686577462,NA
"19",2021-09-01,0,244,1534.04661791841,NA
"20",2021-09-08,0,251,1607.67390364839,NA
"21",2021-09-14,0,257,1660.61966007916,NA
